id,admin_equipment,lot,type_1,type_2,type_3,generic_name,quantity,brand,model,serial_number,commissioning_year,served_zones,status,photoPlaque,type_name
-Md2trdF12ugHJCq4VDD.-Me0uXZTWec5NY_yjDlC.-Mqscp5NmEYl5LW5YRgE,-LmndNuABJpuvAbN3XyQ,-L6W1CskVQMe43Y3oFbu,-LmndNuABJpuvAbN3XyQ,,,Coffret électrique,1,MERLIN GERIN ,,,,,En service,Equipements/-Md2trdF12ugHJCq4VDD/-Me0uXZTWec5NY_yjDlC/-Mqscp5NmEYl5LW5YRgE/photoPlaque/20211214_121218021_A6TitEGN6SMHxs34o53t9K5nQKo2_Photo.jpg,Coffret électrique
-MtO78sNNRDS7KDY9uwN.-MtcQuxEd3LIpIc6tUkc.-N-Nb0-HgBEL_h4bae9J,-LmndNuABJpuvAbN3XyQ,-L6W1CskVQMe43Y3oFbu,-LmndNuABJpuvAbN3XyQ,,,Coffret électrique,1,Disfatel,EOLPARC,,2013,,,Equipements/-MtO78sNNRDS7KDY9uwN/-MtcQuxEd3LIpIc6tUkc/-N-Nb0-HgBEL_h4bae9J/photoPlaque/IMG_7646.jpg,Coffret électrique
-Ma3dZVSi-EvKz4_rI7c.-MbbEXm0k9wzwCDZ7IDz.-Mj9vqgMDxWmAETYNNTf,-MU8okqIKjyLpijsx6H7,-L6W1CskVQMe43Y3oFbu,-L6SNMpahKeIxzOHvqZl,-MU8okqIKjyLpijsx6H7,,Cellule HT/MT Interrupteur,1,SCHNEIDER ,SM6 IM 375,DG-2016-W35-2-0009,01/01/2016,,En service,Equipements/-Ma3dZVSi-EvKz4_rI7c/-MbbEXm0k9wzwCDZ7IDz/-Mj9vqgMDxWmAETYNNTf/photoPlaque/20210909_162152363_stu4DdtZQ9ct3NA9gv19nIcJE143_Photo.jpg,Cellule HT/MT
-O2TYvwQjNQjQEC0fzwp.-O2TtaoBryUeafyU92IX.-O2TuKd9jK67HRiHfsz_,-L6SNMpahKeIxzOHvqZl,-L6W1CskVQMe43Y3oFbu,-L6SNMpahKeIxzOHvqZl,,,Cellule HT/MT,1,ALSTHOM,FLUOKIT M C40,357150,1995,,En service,Equipements/-O2TYvwQjNQjQEC0fzwp/-O2TtaoBryUeafyU92IX/-O2TuKd9jK67HRiHfsz_/photoPlaque/20240826_094041426_BVwzjTeFPkOiydWVgOPoQLKENeZ2_Photo.jpg,Cellule HT/MT
-NNLWOAI9c5SmS1ntxY1.-NdoDs6nc_JloSrH79Sw.-Ne7monuXpgP_P6f7dvO,-MU8pzEODuyDIpQU0jvv,-L6W1CskVQMe43Y3oFbu,-L6SNMpahKeIxzOHvqZl,-MU8pzEODuyDIpQU0jvv,,Cellule HT/MT Interrupteur-fusible,1,Merlin gerin,SM6,,2000,,En service,Equipements/-NNLWOAI9c5SmS1ntxY1/-NdoDs6nc_JloSrH79Sw/-Ne7monuXpgP_P6f7dvO/photoPlaque/20230912_094929016_QFQ2QOBva4RRQbRfFFh4JmoUtUo1_Photo.jpg,Cellule HT/MT
-NjTAtt-C9dSCM7axJLI.-Njgoa5t2hI4eNUTF_Uc.-Nl2KaczuOoifC9Dv5aT,-L6W1CJqhEQ620sW8zv7,-L6W1C0X9zmAZC-JClDm,-L6SNIjY5vWd0rG_BGyL,-L6W1CJqhEQ620sW8zv7,,Échangeur à plaques,2,ALFA LAVAL,,,,,En service,Equipements/-NjTAtt-C9dSCM7axJLI/-Njgoa5t2hI4eNUTF_Uc/-Nl2KaczuOoifC9Dv5aT/photoPlaque/20240328_103617769_o1ahLfwkE1ddJGDnFrclMAxxMi62_Photo.jpg,Échangeur / Récupérateur
-LQ4K882rRybdbl5ov01.-LQJioUXw0egptpiNGR0.-LRRHtQBmGvLEXdUrPQr,-L6W1CJfgpfwO8nX6Usg,-L6W1C0X9zmAZC-JClDm,-L6SNIjY5vWd0rG_BGyL,-L6W1CJfgpfwO8nX6Usg,,Caloduc,1,TUVACO,RECUP AIR,,2012,CTA & VEX : 103 / 118,En service,Equipements/-LQ4K882rRybdbl5ov01/-LQJioUXw0egptpiNGR0/-LRRHtQBmGvLEXdUrPQr/photoPlaque/Bruno Air 2_A2018M10J26H17M52S12_Photo 26-10-2018 17.55.10.jpg,Échangeur / Récupérateur
-Nd5J9B5NTHeHUqvDzAa.-NdVASJJ2LN11Gn3ro8G.-O9EBJh_gjBEH0b4mK5-,-L6W1CJzVt1K4Yaj1UDw,-L6W1C0X9zmAZC-JClDm,-L6SNIjY5vWd0rG_BGyL,-L6W1CJzVt1K4Yaj1UDw,,Échangeur tubulaire,1,ASTOMAIC,BAEZ106-55-45-EN,376 55/ 01/1,2010,,En service,Equipements/-Nd5J9B5NTHeHUqvDzAa/-NdVASJJ2LN11Gn3ro8G/-O9EBJh_gjBEH0b4mK5-/photoPlaque/20241015_170056941_yUMBnnm7ReX6RpRQK3CRj0f1DQl1_Photo.jpg,Échangeur / Récupérateur
-NnEwil5o7pqSe5hHUBd.-NnwvO7MG-1yTySVRhGj.-NpOpOygXBxa2kFc_s1U,-L6SNF7kINcUSNO7KqUp,-L6W1C0X9zmAZC-JClDm,-L6SNF7kINcUSNO7KqUp,,,Groupe froid,1,WESPER,AQH.45.BLN.R410A,3714T41176,2011,,A l'arrêt,Equipements/-NnEwil5o7pqSe5hHUBd/-NnwvO7MG-1yTySVRhGj/-NpOpOygXBxa2kFc_s1U/photoPlaque/20240130_110733772_yxo6fhSTtkcYnx3tRnmMqPKKDL82_Photo.jpg,Groupe froid
-MsURlezWR7fXvijOryr.-N1D63KFx8WLtmNc2WC7.-N1E3nAVK_4wnwqXba5J,-LmetlTP6I7N6MKGqKCy,-L6W1C0X9zmAZC-JClDm,-L6SNF7kINcUSNO7KqUp,-LmetlTP6I7N6MKGqKCy,,Groupe froid à scroll,1,WESPER,AQVL 95 BLN R410A,3700335363,2010,,Hors service,Equipements/-MsURlezWR7fXvijOryr/-N1D63KFx8WLtmNc2WC7/-N1E3nAVK_4wnwqXba5J/photoPlaque/20220504_123736888_wMvzzz3EZlXmhk16iqCHHruY7wi2_Photo.jpg,Groupe froid
-MUOhvUDIXUHOd2g1shn.-MW06XXQDFipu1vRIGAE.-MZlyPP8hTdGmtA6XRAR,-L6SNF7kINcUSNO7KqUp,-L6W1C0X9zmAZC-JClDm,-L6SNF7kINcUSNO7KqUp,,,Groupe froid,,DAIKIN,,A500534,,,,Equipements/-MUOhvUDIXUHOd2g1shn/-MW06XXQDFipu1vRIGAE/-MZlyPP8hTdGmtA6XRAR/photoPlaque/IMG_9345.jpg,Groupe froid
-N6h8LT8Cmq3Dvfko7oA.-N8TN_NdTtdB3D_VtmOy.-NA509rddYCEQPSm-gUs,-L6W1Ds7kw5II3aWw_Xa,-L6W1DWAeZx82KP4rzgO,-L6SNFXOcuZVh6UhcQrZ,-L6W1Ds7kw5II3aWw_Xa,,Porte coupe-feu,2,Malerba,SR - GP,,2022,,En service,Equipements/-N6h8LT8Cmq3Dvfko7oA/-N8TN_NdTtdB3D_VtmOy/-NA509rddYCEQPSm-gUs/photoPlaque/20220823_081543135_QFQ2QOBva4RRQbRfFFh4JmoUtUo1_Photo.jpg,Système de compartimentage
-LTO5C6nLh2E3lhQZVMi.-LTO6LUgxp4TBvo2V8cN.-LVmDOvMSi4yqSePRjMl,-L6W1Ds7kw5II3aWw_Xa,-L6W1DWAeZx82KP4rzgO,-L6SNFXOcuZVh6UhcQrZ,-L6W1Ds7kw5II3aWw_Xa,,Porte coupe-feu,1,lutermax,C1126,,2010,,En service,Equipements/-LTO5C6nLh2E3lhQZVMi/-LTO6LUgxp4TBvo2V8cN/-LVmDOvMSi4yqSePRjMl/photoPlaque/20190109_105058_1ifDtvzwy3Tb2jBp1VdcFrQ4ymD2_Photo.jpg,Système de compartimentage
-NZ1Z9xUdCTGmdya54qu.-NZAG1SVAdq8p_j8_mxK.-NcbCeeddjMfl8Vtnzp3,-LrtCMEAmxcT8_FsbJ9d,-L6W1DWAeZx82KP4rzgO,-L6SNFXOcuZVh6UhcQrZ,-LrtCMEAmxcT8_FsbJ9d,,Ventouse électromagnétique,1,SEWOSY,EF300CTC,210723,,,En service,Equipements/-NZ1Z9xUdCTGmdya54qu/-NZAG1SVAdq8p_j8_mxK/-NcbCeeddjMfl8Vtnzp3/photoPlaque/20230824_110355088_soLkrTrIc0PZfNtD2r502nssM5y2_Photo.jpg,Système de compartimentage
-NFDUesMzneXZMEQvMQQ.-NFPKcIAVQn6q_LTSF-Y.-NJGIesFYHYP3JqHU2e9,-LUGnB9nG2z6kUWmxROu,-LUGJbB99G_p17JPWcX_,-LUGh_TmmxMZGGvQzxN7,-LUGnB9nG2z6kUWmxROu,,Salle de réunion,,,,,,,En service,Equipements/-NFDUesMzneXZMEQvMQQ/-NFPKcIAVQn6q_LTSF-Y/-NJGIesFYHYP3JqHU2e9/photoPlaque/20221214_154417852_Gbw9IwCX6DORf1cFSjaZsv5mq0y2_Photo.jpg,Local
-NvkUhFM9gUYR2U5p1tU.-NvlT4BYp9Lgj9y_-p8o.-NyQ8isfkqJ0I-uM1MYb,-LUGnB9nG2z6kUWmxROu,-LUGJbB99G_p17JPWcX_,-LUGh_TmmxMZGGvQzxN7,-LUGnB9nG2z6kUWmxROu,,Salle de réunion,1,,,,,,,Equipements/-NvkUhFM9gUYR2U5p1tU/-NvlT4BYp9Lgj9y_-p8o/-NyQ8isfkqJ0I-uM1MYb/photoPlaque/20240521_143523953_QYjZHc85HoZCdhaTcruIMAfL2ut2_Photo.jpg,Local
-N6SdrE2iumemsENcIQX.-N6gZdQ6FJ6VAOxrzUcD.-N8XqFvLzDFrSwW7EXIK,-La0b6uDvaVSqSauY_1u,-L6W1BKusJNlAndrHcgr,-L6SNG7n8gHgrOKXUHVL,-La0b6uDvaVSqSauY_1u,,Sous-station,,,,,,,,Equipements/-N6SdrE2iumemsENcIQX/-N6gZdQ6FJ6VAOxrzUcD/-N8XqFvLzDFrSwW7EXIK/photoPlaque/20220803_083805071_ThTKL08VbZSFYQQDirG5RKLqjAk2_Photo.jpg,Local
-NBmMN-JwFQqTyguPKVW.-NBwZYQNw3O0xPLnbBJp.-NBwZkECIeYifiDPe_MJ,-LmejJt2rdjWVx2p1kO9,-L6W1C0X9zmAZC-JClDm,-LmejJt2rdjWVx2p1kO9,,,Armoire de climatisation,1,VAHOM,PI041/H/A/1/3/G/0/7/0/3/A/1/D/0/1/1/,020257130001,,,En service,Equipements/-NBmMN-JwFQqTyguPKVW/-NBwZYQNw3O0xPLnbBJp/-NBwZkECIeYifiDPe_MJ/photoPlaque/20220929_094718522_B2vwEQdsZhR80fSxcqoDHiZPc0h2_Photo.jpg,Armoire de climatisation
-NBmMN-JwFQqTyguPKVW.-NbTUUnbs1JGI2w0xVpc.-NbTV9Ksi5kJ8-7f7NCx,-LmejJt2rdjWVx2p1kO9,-L6W1C0X9zmAZC-JClDm,-LmejJt2rdjWVx2p1kO9,,,Armoire de climatisation,,VERTIV,PW70G/EIH/P/3/2/0/7/0/3/H/1/G/0/1/,024649390002,18/07/2022,,Standby,Equipements/-NBmMN-JwFQqTyguPKVW/-NbTUUnbs1JGI2w0xVpc/-NbTV9Ksi5kJ8-7f7NCx/photoPlaque/20231219_094942521_bOt5TdwQqiasJsMN42TZO9ax2J33_Photo.jpg,Armoire de climatisation
-O2xQJpTXxX0rZNWANkp.-O6tkWdjvqEJTvr5KoU7.-O7831kFW8DwLJVfJv-s,-LmekaySxjYZ5N-Oyn_Q,-L6W1C0X9zmAZC-JClDm,-LmejJt2rdjWVx2p1kO9,-LmekaySxjYZ5N-Oyn_Q,,Armoire autonome de climatisation,1,EMICON ,ED.W.401 DK,990934,2003,,En service,Equipements/-O2xQJpTXxX0rZNWANkp/-O6tkWdjvqEJTvr5KoU7/-O7831kFW8DwLJVfJv-s/photoPlaque/20240919_085534919_iMs3oWTewkVcK30XOHDhaG8LVa43_Photo.jpg,Armoire de climatisation
-LExaAilWHrrIln7bQbi.-LGzeUNkRbBUU95enyT0.-LHCmagx5MyiHkFdnMc0,-Lmp7UKlWttwxi_xO67X,-L6W1EKYi_ItNbhdlkXB,-L6W1EYVrEe0Ek99BKDq,-Lmp7UKlWttwxi_xO67X,,Groupe de maintien de pression,1,Magnum,MAG’GS,,2012?,,En service,Equipements/-LExaAilWHrrIln7bQbi/-LGzeUNkRbBUU95enyT0/-LHCmagx5MyiHkFdnMc0/photoPlaque/011764_Photo 02-05-2018 11.06.59.jpg,Régulateur de pression
-NN77kuMqXePxpB-YvKh.-NN78tBipvrGmDRfdPWh.-NNBJiUVH0W1M_R-bwWB,-L6SNHcgMV6s3gbR8S6l,-L6W1EKYi_ItNbhdlkXB,-L6W1EYVrEe0Ek99BKDq,-L6SNHcgMV6s3gbR8S6l,,Surpresseur,1,WILO,MSO-SIBOOST-SMART-2-HELIX-VE405-MOD,19W02 / 750526,2019,,En service,Equipements/-NN77kuMqXePxpB-YvKh/-NN78tBipvrGmDRfdPWh/-NNBJiUVH0W1M_R-bwWB/photoPlaque/PXL_20230201_095807347.jpg,Régulateur de pression
-NYxBjSlKaBrKwVBXkug.-NYxLSx8bcJl0r4kgsxK.-NZWVKe3BmYOO4Z3iFab,-Lmp7UKlWttwxi_xO67X,-L6W1EKYi_ItNbhdlkXB,-L6W1EYVrEe0Ek99BKDq,-Lmp7UKlWttwxi_xO67X,,Groupe de maintien de pression,,PNEUMATEX,cu 500.6,712 1003,2013,,,Equipements/-NYxBjSlKaBrKwVBXkug/-NYxLSx8bcJl0r4kgsxK/-NZWVKe3BmYOO4Z3iFab/photoPlaque/20230712_104032904_ZeeX7efrBhU9kAoUhkHp1Ey3pVM2_Photo.jpg,Régulateur de pression
-MoALQnfranKj6zQVPqr.-MoJbBaZ9ADi6DCPRaJH.-Mp7LZJLQYimGtPFytjD,-L6SNY0UP1BLQxnTPq6e,-L6W1CskVQMe43Y3oFbu,-L6SNFMP4SieQT6eW9ox,-L6SNY0UP1BLQxnTPq6e,,Transformateur immergé,1,FRANCE RANSFO,MINERA,50570FF-3,2003,,En service,Equipements/-MoALQnfranKj6zQVPqr/-MoJbBaZ9ADi6DCPRaJH/-Mp7LZJLQYimGtPFytjD/photoPlaque/20211208_200755212_piCQULVoQ4VLC9PrfYNC3PpHROU2_Photo.jpg,Transformateur
-N7tc5RreImcSz6kIGQb.-NAFnAjKIPya0JtRHN6N.-NEeEAa9dEvcEA2E2wgR,-L6SNq_lBrLY6Dj_P-R8,-L6W1CskVQMe43Y3oFbu,-L6SNFMP4SieQT6eW9ox,-L6SNq_lBrLY6Dj_P-R8,,Transformateur sec,1,PALMIERI - ROBIN,TTSCCA,3900010,01/02/2005,,En service,Equipements/-N7tc5RreImcSz6kIGQb/-NAFnAjKIPya0JtRHN6N/-NEeEAa9dEvcEA2E2wgR/photoPlaque/20221018_083644558_PDFK2i1oi2OY0NH5JJM2dva9T5W2_Photo.jpg,Transformateur
-MNcHeLB81dyRkUbxZ0V.-MNcI3Hxv3CWlsS45pc5.-MOGJ6MbnvPgENpz7tnd,-L6SNFMP4SieQT6eW9ox,-L6W1CskVQMe43Y3oFbu,-L6SNFMP4SieQT6eW9ox,,,Transformateur,1,ALSTHOM,AON,553656,2013,,En service,Equipements/-MNcHeLB81dyRkUbxZ0V/-MNcI3Hxv3CWlsS45pc5/-MOGJ6MbnvPgENpz7tnd/photoPlaque/20210208_134346829_L7tLm5hgKaONOidxmtRyrxww5UE3_Photo.jpg,Transformateur
-MZMZG4fLgP6UtLDdopr.-MZTe6REcXKlJNSg5qWY.-Mbjrz_Cu2kboER2rYui,-M60R85VjMiX2f3lF1nN,-L6W1E7_plhH7p9y_2Ea,-LUVs2DftKPbrOvOFaRj,-M60R85VjMiX2f3lF1nN,,Porte de garage basculante,1,CHRONOTEC,NNE 05104672,,2007,,En service,Equipements/-MZMZG4fLgP6UtLDdopr/-MZTe6REcXKlJNSg5qWY/-Mbjrz_Cu2kboER2rYui/photoPlaque/20210609_082528373_9lyMnnAi5QhMQnN5yNtZzY7T8Vs2_Photo.jpg,Porte de garage
-O2j_pPszcK3W8_ygq15.-O4o7rjJxKhSC445_lvr.-OBZmXZxjrtkK5XOI4xb,-M60VEMlP-_YP8VCH-uw,-L6W1E7_plhH7p9y_2Ea,-LUVs2DftKPbrOvOFaRj,-M60VEMlP-_YP8VCH-uw,,Porte de garage sectionnelle,1,CRAWFORD,E1000,1634280602,2005,,En service,Equipements/-O2j_pPszcK3W8_ygq15/-O4o7rjJxKhSC445_lvr/-OBZmXZxjrtkK5XOI4xb/photoPlaque/20241113_103210380_DRr7R06w7IRGawJCLinyizqSS6q2_Photo.jpg,Porte de garage
-NNLNxOye6nGqUEN7D8s.-NOhlyHtCFcJ9YrtFzki.-NOsGY6X9Z0luKYZijiO,-M60VEMlP-_YP8VCH-uw,-L6W1E7_plhH7p9y_2Ea,-LUVs2DftKPbrOvOFaRj,-M60VEMlP-_YP8VCH-uw,,Porte de garage sectionnelle,1,,,,,,,Equipements/-NNLNxOye6nGqUEN7D8s/-NOhlyHtCFcJ9YrtFzki/-NOsGY6X9Z0luKYZijiO/photoPlaque/20230222_083916799_1KuQYmtfrQWOhXCNgAoy6PR9V9F2_Photo.jpg,Porte de garage
-NP1qe_HdevbuZ4BwjwL.-NP3OIKG72NA81W7r98i.-NQQtYd5m8XLChKmoWim,-LmiXZR-UfeitUtyel6F,-L6W1C0X9zmAZC-JClDm,-L6SNJw5pHijJ7TaawDy,-LmiXZR-UfeitUtyel6F,,Bouche d'aération,3,NICOLL,d.100,,,,,Equipements/-NP1qe_HdevbuZ4BwjwL/-NP3OIKG72NA81W7r98i/-NQQtYd5m8XLChKmoWim/photoPlaque/20230413_145915207_x5FsSfftyKNbI7ZgUrVmpWE5XMK2_Photo.jpg,Réseau aéraulique
-N_3whTH2n2LtDi4GUlw.-N_8-oPOWV0hEVnP3Stw.-N_cLfMobD0R4JGCF4g8,-LmiXGOokiaBvfftnr1y,-L6W1C0X9zmAZC-JClDm,-L6SNJw5pHijJ7TaawDy,-LmiXGOokiaBvfftnr1y,,Ventilation naturelle,2,PERMO,,SRC100,2023,,,Equipements/-N_3whTH2n2LtDi4GUlw/-N_8-oPOWV0hEVnP3Stw/-N_cLfMobD0R4JGCF4g8/photoPlaque/20230718_113604376_K4PzwJKBiigGYSoh4xLSfKu070n2_Photo.jpg,Réseau aéraulique
-Mq-b8YK-Bw25PzAjmUO.-NHAKvkUNyBYBSqsIUhN.-NN_gKLwr1c4MxZGdlGG,-LmiXZR-UfeitUtyel6F,-L6W1C0X9zmAZC-JClDm,-L6SNJw5pHijJ7TaawDy,-LmiXZR-UfeitUtyel6F,,Bouche d'aération,3,A arbitrer,Sans objet,,Sans objet,A compléter,Hors service,Equipements/-Mq-b8YK-Bw25PzAjmUO/-NHAKvkUNyBYBSqsIUhN/-NN_gKLwr1c4MxZGdlGG/photoPlaque/20230206_084744115_b8wPLHhuvOhSn2Dujreu33GyIEJ3_Photo.jpg,Réseau aéraulique
-MhTXcybYJbSHDZEvgha.-MhnPG2bn9xzcaa9oCW8.-MhxltjSYMtkw_qWvR3F,-L6SNF5wPbg3QDHxMpP8,-L6W1CskVQMe43Y3oFbu,-L6SNF5wPbg3QDHxMpP8,,,Variateur de vitesse,2,SCHNEIDER,VAR 1,JM1741004774,,,,Equipements/-MhTXcybYJbSHDZEvgha/-MhnPG2bn9xzcaa9oCW8/-MhxltjSYMtkw_qWvR3F/photoPlaque/20210927_142619889_7NMOYpoN7TWAUSM9ZgpCrTQj2953_Photo.jpg,Variateur de vitesse
-M1jTpuRyh3EYCABu-ea.-M22yMbliGfYsR_QF7g5.-M51IDBqS7xSuRl7q0cN,-L6SNF5wPbg3QDHxMpP8,-L6W1CskVQMe43Y3oFbu,-L6SNF5wPbg3QDHxMpP8,,,Variateur de vitesse,1,Danfoss ,VLT,112505A512,,,A l'arrêt,Equipements/-M1jTpuRyh3EYCABu-ea/-M22yMbliGfYsR_QF7g5/-M51IDBqS7xSuRl7q0cN/photoPlaque/20200416_092525708_vE8zaBf7tCOuO823vhFAo8W0CUL2_Photo.jpg,Variateur de vitesse
-O7UH7suaNOim29ZEVbk.-O7UcSPJ3wYHsZ0wnbv2.-OAR_2x6BGSdJykucbdS,-L6SNF5wPbg3QDHxMpP8,-L6W1CskVQMe43Y3oFbu,-L6SNF5wPbg3QDHxMpP8,,,Variateur de vitesse,1,Danfoss,VLT6022HT4C54STR3DLFO0A0OCO,073729G205,2005,,En service,Equipements/-O7UH7suaNOim29ZEVbk/-O7UcSPJ3wYHsZ0wnbv2/-OAR_2x6BGSdJykucbdS/photoPlaque/IMG_E9943.jpg,Variateur de vitesse
-M-kT58TNLRjUgwpaxbw.-M93IpLmtPnK1952hB8p.-MARtPGwbRG8FS8XGfw4,-L6W1DdO3eCANAX-tagZ,-L6W1DWAeZx82KP4rzgO,-L6SNP3Le4w6IgOFhOhU,-L6W1DdO3eCANAX-tagZ,,Exutoire de désenfumage,1,,,,,,En service,Equipements/-M-kT58TNLRjUgwpaxbw/-M93IpLmtPnK1952hB8p/-MARtPGwbRG8FS8XGfw4/photoPlaque/20200625_112750371_RpQZ8E8YY6aTq0J5gptZnNVkX4l2_Photo.jpg,Système de désenfumage
-NNLWOAI9c5SmS1ntxY1.-NQzoIwKfhAg9zZESsIk.-NZ-rXmd07hu53qdya8C,-L6W1DdO3eCANAX-tagZ,-L6W1DWAeZx82KP4rzgO,-L6SNP3Le4w6IgOFhOhU,-L6W1DdO3eCANAX-tagZ,,Exutoire de désenfumage,1,,,,,,En service,Equipements/-NNLWOAI9c5SmS1ntxY1/-NQzoIwKfhAg9zZESsIk/-NZ-rXmd07hu53qdya8C/photoPlaque/20230628_071932484_QFQ2QOBva4RRQbRfFFh4JmoUtUo1_Photo.jpg,Système de désenfumage
-NVZq8CEVQq5rKMwTxol.-NZQ1xCXrDYrMJB9ucI0.-NdULZsaGpqFMCV9n1Cb,-Loz87nnowYgnQ40L7D8,-L6W1DWAeZx82KP4rzgO,-L6SNP3Le4w6IgOFhOhU,-Loz87nnowYgnQ40L7D8,,Coffret de relayage,1,VIM,DC DP1V,1249063,2012,,En service,Equipements/-NVZq8CEVQq5rKMwTxol/-NZQ1xCXrDYrMJB9ucI0/-NdULZsaGpqFMCV9n1Cb/photoPlaque/20230904_104208210_cOhdpczRMtRKxLNv1bB9FQNGPd33_Photo.jpg,Système de désenfumage
-O6utMAloLmVucsDscV9.-O7EW_vPDQFQsrl6aDBb.-O9sK0EbE11ze6iXL_pF,-L6SNHJF5rgnSk3PKAQN,-L6W1CskVQMe43Y3oFbu,-L6SNHJF5rgnSk3PKAQN,,,Onduleur,1,Legrand,DAKER DK+,,,,En service,Equipements/-O6utMAloLmVucsDscV9/-O7EW_vPDQFQsrl6aDBb/-O9sK0EbE11ze6iXL_pF/photoPlaque/20241023_074426456_oBorm5oBbONycA93iMlGE1Nnesy1_Photo.jpg,Onduleur
-O2TYvwQjNQjQEC0fzwp.-O2Ttn6jeZ59QsCzll2D.-O2TuLvk6mq4ytZJ8wz0,-L6SNHJF5rgnSk3PKAQN,-L6W1CskVQMe43Y3oFbu,-L6SNHJF5rgnSk3PKAQN,,,Onduleur,1,LEGRAND,UPS DAKER DK+ 3000VA,U15NC00108,2020,,En service,Equipements/-O2TYvwQjNQjQEC0fzwp/-O2Ttn6jeZ59QsCzll2D/-O2TuLvk6mq4ytZJ8wz0/photoPlaque/20240813_073114781_BVwzjTeFPkOiydWVgOPoQLKENeZ2_Photo.jpg,Onduleur
-LX0P9Fto0WYr4F53sT8.-LX0ZSJ79IceLZS3l64p.-LXJ6C2rhd5TF6f2F55u,-L6SNHJF5rgnSk3PKAQN,-L6W1CskVQMe43Y3oFbu,-L6SNHJF5rgnSk3PKAQN,,,Onduleur,1,RIELLO,UPS SEP 3000 A5,CSEP3K0AAT,,,En service,Equipements/-LX0P9Fto0WYr4F53sT8/-LX0ZSJ79IceLZS3l64p/-LXJ6C2rhd5TF6f2F55u/photoPlaque/20190128_110218_Du5ECNiVhANCIOsVc8em4EX7qRE3_Photo.jpg,Onduleur
-MloTHkmJTesIXIhFAsa.-MnfkkQrkGegIbqO2Ii7.-MppDJqWlIIJ9xY4iRI7,-Loz5HXMfdkLj11lgnaT,-L6W1DWAeZx82KP4rzgO,-L6W1D_-bvg7wTAoceLr,-Loz5HXMfdkLj11lgnaT,,Tableau de signalisation TS,1,DEF,Altaïr-p,2007-08-03,,R+1,En service,Equipements/-MloTHkmJTesIXIhFAsa/-MnfkkQrkGegIbqO2Ii7/-MppDJqWlIIJ9xY4iRI7/photoPlaque/20211201_100149583_7dMfcsqwFmYUbbZnyLOWOaEs9pB3_Photo.jpg,Système de détection incendie
-Mq-b8YK-Bw25PzAjmUO.-NHAKvkJZ3uf0jVk_eyE.-NHUhHJLI0hrjuq2nl4N,-LozG68DWSvTgeFYjHKi,-L6W1DWAeZx82KP4rzgO,-L6W1D_-bvg7wTAoceLr,-LozG68DWSvTgeFYjHKi,,DAD,1,NEUTRONIC,TT41B type 4 1 boucle,2009 01,2009,A compléter,En service,Equipements/-Mq-b8YK-Bw25PzAjmUO/-NHAKvkJZ3uf0jVk_eyE/-NHUhHJLI0hrjuq2nl4N/photoPlaque/20221122_142208189_LUzSOcLi5cTqGstjvsL3QHv62zI2_Photo.jpg,Système de détection incendie
-MFZztr-4rNpRxE7n3rv.-MHWWB-7n22DAe5qhMoZ.-MHWxIO3UmCfxmj7V9bN,-L6W1D_-bvg7wTAoceLr,-L6W1DWAeZx82KP4rzgO,-L6W1D_-bvg7wTAoceLr,,,Système de détection incendie,1,NUGELEC,TYPE 4 STI,,15/02/2008,,En service,Equipements/-MFZztr-4rNpRxE7n3rv/-MHWWB-7n22DAe5qhMoZ/-MHWxIO3UmCfxmj7V9bN/photoPlaque/20201027_083321892_YzXz42ByTgV9ghLgy3QgyJv3mku2_Photo.jpg,Système de détection incendie
-NLf9-sN3H6ISNZ9dxEP.-NLfdGDC50BK4rQN94Hd.-NNasx5SnuGP0fCdUmz9,-L6SNH9rfoaiA0sfWKfn,-L6W1CskVQMe43Y3oFbu,-L6SNH9rfoaiA0sfWKfn,,,TGBT,1,GE,30-60A tri,1907c901467677,07/2007,3eme et 2eme etage ,,Equipements/-NLf9-sN3H6ISNZ9dxEP/-NLfdGDC50BK4rQN94Hd/-NNasx5SnuGP0fCdUmz9/photoPlaque/20230206_143043596_r983MQ5NJNasC8DaPWjbGfnuvW02_Photo.jpg,TGBT
-Mq-b8YK-Bw25PzAjmUO.-NHAKvkHcB7PIP36Nooe.-NHcqfx_zmSVrN6HF1qZ,-L6SNH9rfoaiA0sfWKfn,-L6W1CskVQMe43Y3oFbu,-L6SNH9rfoaiA0sfWKfn,,,TGBT,1,A compléter,A compléter,,,A compléter,En service,Equipements/-Mq-b8YK-Bw25PzAjmUO/-NHAKvkHcB7PIP36Nooe/-NHcqfx_zmSVrN6HF1qZ/photoPlaque/20221124_085733059_vit7dy0RQZNo0CgxpkLDVVN049M2_Photo.jpg,TGBT
-NaMUFIiNcnr7hFPrmFd.-NaMf0N295jHBIF6SQXC.-NpPc1JaQmEjVlq_oy6L,-L6SNH9rfoaiA0sfWKfn,-L6W1CskVQMe43Y3oFbu,-L6SNH9rfoaiA0sfWKfn,,,TGBT,1,merlin gerin ,,,1995,,En service,Equipements/-NaMUFIiNcnr7hFPrmFd/-NaMf0N295jHBIF6SQXC/-NpPc1JaQmEjVlq_oy6L/photoPlaque/20240130_134811475_oBorm5oBbONycA93iMlGE1Nnesy1_Photo.jpg,TGBT
